protein_id,accession,host_type,product,length
WZO87994.1,PP681895.1,algae,cytoskeleton protein RodZ,99
WZO87995.1,PP681895.1,algae,cytidine and deoxycytidylate deaminase domain-containing protein,118
WZO87996.1,PP681895.1,algae,large-conductance mechanosensitive channel protein,94
WZO87997.1,PP681895.1,algae,circadian clock protein KaiB,112
WZO87998.1,PP681895.1,algae,P6 mCP,214
WZO87999.1,PP681895.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,174
WZO88000.1,PP681895.1,algae,arginine/ornithine decarboxylase,371
WZO88001.1,PP681895.1,algae,HNH homing endonuclease,347
WZO88002.1,PP681895.1,algae,hypothetical protein,241
WZO88003.1,PP681895.1,algae,P18 mCP,148
WZO88004.1,PP681895.1,algae,hypothetical protein,154
WZO88005.1,PP681895.1,algae,alginate lyase,298
WZO88006.1,PP681895.1,algae,HNH homing endonuclease,345
WZO88007.1,PP681895.1,algae,amine oxidase,383
WZO88008.1,PP681895.1,algae,cellulose synthase catalytic subunit,635
WZO88009.1,PP681895.1,algae,HNH homing endonuclease,347
WZO88010.1,PP681895.1,algae,DNA-binding protein,137
WZO88011.1,PP681895.1,algae,hypothetical protein,75
WZO88012.1,PP681895.1,algae,hypothetical protein,195
WZO88013.1,PP681895.1,algae,hypothetical protein,170
WZO88014.1,PP681895.1,algae,hypothetical protein,366
WZO88015.1,PP681895.1,algae,hypothetical protein,107
WZO88016.1,PP681895.1,algae,hypothetical protein,108
WZO88017.1,PP681895.1,algae,homospermidine synthase,514
WZO88018.1,PP681895.1,algae,protein phosphatase 1 regulatory subunit 3A,146
WZO88020.1,PP681895.1,algae,Holliday junction branch migration helicase,725
WZO88021.1,PP681895.1,algae,HNH homing endonuclease,347
WZO88022.1,PP681895.1,algae,major capsid protein Vp54,411
WZO88023.1,PP681895.1,algae,P22 mCP,1507
WZO88024.1,PP681895.1,algae,P22 mCP,1466
WZO88025.1,PP681895.1,algae,P22 mCP,1460
WZO88026.1,PP681895.1,algae,P22 mCP,1454
WZO88027.1,PP681895.1,algae,P22 mCP,952
WZO88028.1,PP681895.1,algae,transposase,435
WZO88030.1,PP681895.1,algae,serine/threonine protein kinase,288
WZO88031.1,PP681895.1,algae,hypothetical protein,82
WZO88032.1,PP681895.1,algae,hypothetical protein,248
WZO88033.1,PP681895.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,100
WZO88034.1,PP681895.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,69
WZO88035.1,PP681895.1,algae,patatin-like phospholipase,273
WZO88036.1,PP681895.1,algae,putative carboxylesterase,370
WZO88037.1,PP681895.1,algae,aspartate carbamoyltransferase,342
WZO88038.1,PP681895.1,algae,hypothetical protein,166
WZO88039.1,PP681895.1,algae,exonuclease,267
WZO88040.1,PP681895.1,algae,HNH endonuclease,331
WZO88041.1,PP681895.1,algae,hypothetical protein,152
WZO88042.1,PP681895.1,algae,hypothetical protein,101
WZO88043.1,PP681895.1,algae,hypothetical protein,59
WZO88044.1,PP681895.1,algae,hypothetical protein,121
WZO88045.1,PP681895.1,algae,hypothetical protein,100
WZO88046.1,PP681895.1,algae,hypothetical protein,112
WZO88047.1,PP681895.1,algae,ATP-dependent RNA helicase,457
WZO88048.1,PP681895.1,algae,hypothetical protein,145
WZO88049.1,PP681895.1,algae,hypothetical protein,1195
WZO88050.1,PP681895.1,algae,P12 mCP,104
WZO88051.1,PP681895.1,algae,hypothetical protein,70
WZO88052.1,PP681895.1,algae,hypothetical protein,146
WZO88053.1,PP681895.1,algae,GIY-YIG catalytic domain-containing endonuclease,162
WZO88055.1,PP681895.1,algae,hypothetical protein,135
WZO88056.1,PP681895.1,algae,hypothetical protein,70
WZO88057.1,PP681895.1,algae,hypothetical protein,394
WZO88058.1,PP681895.1,algae,hypothetical protein,239
WZO88059.1,PP681895.1,algae,transcription factor IIS,180
WZO88060.1,PP681895.1,algae,P22 mCP,1652
WZO88061.1,PP681895.1,algae,Tir Gfp DNA mobile protein,104
WZO88062.1,PP681895.1,algae,nucleotide-sugar epimerase,346
WZO88063.1,PP681895.1,algae,glycosyl transferase,856
WZO88064.1,PP681895.1,algae,GIY-YIG catalytic domain-containing endonuclease,161
WZO88065.1,PP681895.1,algae,hypothetical protein,320
WZO88066.1,PP681895.1,algae,transcription factor IIB,291
WZO88067.1,PP681895.1,algae,ubiquitin carboxyl-terminal hydrolase,286
WZO88068.1,PP681895.1,algae,mRNA-capping enzyme,332
WZO88069.1,PP681895.1,algae,glucosamine--fructose-6-phosphate aminotransferase,595
WZO88070.1,PP681895.1,algae,ADP ribosyltransferase,414
WZO88071.1,PP681895.1,algae,HNH homing endonuclease,344
WZO88072.1,PP681895.1,algae,hypothetical protein,88
WZO88073.1,PP681895.1,algae,hypothetical protein,216
WZO88074.1,PP681895.1,algae,prolyl 4-hydroxylase,221
WZO88075.1,PP681895.1,algae,hypothetical protein,176
WZO88076.1,PP681895.1,algae,hypothetical protein,189
WZO88077.1,PP681895.1,algae,hypothetical protein,249
WZO88078.1,PP681895.1,algae,ORFan,74
WZO88079.1,PP681895.1,algae,N-carbamoylputrescine amidase,298
WZO88080.1,PP681895.1,algae,hypothetical protein,92
WZO88081.1,PP681895.1,algae,hypothetical protein,91
WZO88082.1,PP681895.1,algae,hypothetical protein,104
WZO88083.1,PP681895.1,algae,hypothetical protein,53
WZO88084.1,PP681895.1,algae,exostosin,278
WZO88085.1,PP681895.1,algae,photosynthetic NDH subunit of subcomplex B1,353
WZO88086.1,PP681895.1,algae,E3-independent E2 ubiquitin-conjugating enzyme,296
WZO88087.1,PP681895.1,algae,HNH homing endonuclease,348
WZO88088.1,PP681895.1,algae,hypothetical protein,252
WZO88089.1,PP681895.1,algae,O-methyltransferase,207
WZO88090.1,PP681895.1,algae,glycosyltransferase domain GTB type,333
WZO88091.1,PP681895.1,algae,hypothetical protein,65
WZO88092.1,PP681895.1,algae,D-lactate dehydrogenase,354
WZO88093.1,PP681895.1,algae,aquaglyceroporin,269
WZO88095.1,PP681895.1,algae,phosphatase,203
WZO88096.1,PP681895.1,algae,endonuclease V N-glycosylase UV repair enzyme,140
WZO88097.1,PP681895.1,algae,phosphodiesterase,209
WZO88098.1,PP681895.1,algae,hypothetical protein,125
WZO88099.1,PP681895.1,algae,AAA ATPase,607
WZO88100.1,PP681895.1,algae,putative serine hydrolase,419
WZO88101.1,PP681895.1,algae,intron-associated endonuclease 1,325
WZO88102.1,PP681895.1,algae,SKP1-like protein,136
WZO88103.1,PP681895.1,algae,hypothetical protein,104
WZO88104.1,PP681895.1,algae,type II methyltransferase M.CviJI,370
WZO88105.1,PP681895.1,algae,chitin synthase,554
WZO88106.1,PP681895.1,algae,1-3-beta-glucanase,260
WZO88107.1,PP681895.1,algae,ORFan,82
WZO88108.1,PP681895.1,algae,ORFan,52
WZO88110.1,PP681895.1,algae,hypothetical protein,61
WZO88111.1,PP681895.1,algae,SKP1-like protein,151
WZO88112.1,PP681895.1,algae,GIY-YIG nuclease family protein,230
WZO88113.1,PP681895.1,algae,GIY-YIG nuclease family protein,230
WZO88114.1,PP681895.1,algae,SKP1-like protein,151
WZO88115.1,PP681895.1,algae,hypothetical protein,61
WZO88117.1,PP681895.1,algae,ORFan,52
WZO88118.1,PP681895.1,algae,ORFan,82
WZO88119.1,PP681895.1,algae,1-3-beta-glucanase,260
WZO88120.1,PP681895.1,algae,chitin synthase,554
WZO88121.1,PP681895.1,algae,type II methyltransferase M.CviJI,370
WZO88122.1,PP681895.1,algae,hypothetical protein,104
WZO88123.1,PP681895.1,algae,SKP1-like protein,136
WZO88124.1,PP681895.1,algae,intron-associated endonuclease 1,325
WZO88125.1,PP681895.1,algae,putative serine hydrolase,419
WZO88126.1,PP681895.1,algae,AAA ATPase,501
WZO87262.1,PP681894.1,algae,CTP synthetase,424
WZO87263.1,PP681894.1,algae,hypothetical protein,87
WZO87264.1,PP681894.1,algae,hypothetical protein,145
WZO87265.1,PP681894.1,algae,hypothetical protein,485
WZO87266.1,PP681894.1,algae,P8 mCP,171
WZO87267.1,PP681894.1,algae,hypothetical protein,124
WZO87268.1,PP681894.1,algae,hypothetical protein,253
WZO87269.1,PP681894.1,algae,acetyltransferase,197
WZO87270.1,PP681894.1,algae,hypothetical protein,132
WZO87271.1,PP681894.1,algae,hypothetical protein,187
WZO87272.1,PP681894.1,algae,Mpv17/PMP22 family protein,173
WZO87273.1,PP681894.1,algae,hypothetical protein,153
WZO87274.1,PP681894.1,algae,hypothetical protein,155
WZO87275.1,PP681894.1,algae,ATPase,870
WZO87276.1,PP681894.1,algae,ankyrin repeat PH and SEC7 domain containing protein,206
WZO87277.1,PP681894.1,algae,restriction endonuclease,658
WZO87278.1,PP681894.1,algae,hypothetical protein,66
WZO87279.1,PP681894.1,algae,SKP1-like protein,151
WZO87280.1,PP681894.1,algae,zinc finger domain-containing stress-associated protein,349
WZO87281.1,PP681894.1,algae,zinc finger domain-containing stress-associated protein,349
WZO87282.1,PP681894.1,algae,SKP1-like protein,151
WZO87283.1,PP681894.1,algae,hypothetical protein,125
WZO87284.1,PP681894.1,algae,restriction endonuclease,658
WZO87285.1,PP681894.1,algae,ankyrin repeat PH and SEC7 domain containing protein,206
WZO87286.1,PP681894.1,algae,ATPase,870
WZO87287.1,PP681894.1,algae,hypothetical protein,155
WZO87288.1,PP681894.1,algae,hypothetical protein,153
WZO87289.1,PP681894.1,algae,Mpv17/PMP22 family protein,173
WZO87290.1,PP681894.1,algae,hypothetical protein,187
WZO87291.1,PP681894.1,algae,hypothetical protein,132
WZO87292.1,PP681894.1,algae,acetyltransferase,197
WZO87293.1,PP681894.1,algae,hypothetical protein,253
WZO87294.1,PP681894.1,algae,hypothetical protein,124
WZO87295.1,PP681894.1,algae,P8 mCP,171
WZO87296.1,PP681894.1,algae,hypothetical protein,485
WZO87297.1,PP681894.1,algae,hypothetical protein,145
WZO87298.1,PP681894.1,algae,hypothetical protein,87
WZO87299.1,PP681894.1,algae,CTP synthetase,549
WZO87300.1,PP681894.1,algae,hypothetical protein,138
WZO87301.1,PP681894.1,algae,Srd anti-sigma factor,314
WZO87302.1,PP681894.1,algae,hypothetical protein,119
WZO87303.1,PP681894.1,algae,ribonucleotide reductase large subunit,767
WZO87304.1,PP681894.1,algae,hypothetical protein,80
WZO87305.1,PP681894.1,algae,ORFan,60
WZO87306.1,PP681894.1,algae,HNH homing endonuclease,271
WZO87307.1,PP681894.1,algae,zinc finger domain-containing stress-associated protein,59
WZO87308.1,PP681894.1,algae,DNA methyltransferase,350
WZO87309.1,PP681894.1,algae,endonuclease,432
WZO87310.1,PP681894.1,algae,HNH homing endonuclease,343
WZO87311.1,PP681894.1,algae,MCPv1,514
WZO87312.1,PP681894.1,algae,potassium channel protein,118
WZO87313.1,PP681894.1,algae,hypothetical protein,83
WZO87314.1,PP681894.1,algae,transposase,215
WZO87315.1,PP681894.1,algae,hypothetical protein,127
WZO87316.1,PP681894.1,algae,ser/Thr protein kinase,321
WZO87317.1,PP681894.1,algae,ser/Thr protein kinase,533
WZO87318.1,PP681894.1,algae,NADH dehydrogenase,480
WZO87319.1,PP681894.1,algae,histone H3K27 methylase,156
WZO87321.1,PP681894.1,algae,UDP-glucose dehydrogenase,392
WZO87322.1,PP681894.1,algae,ankyrin repeat domain-containing protein,390
WZO87323.1,PP681894.1,algae,cell envelope protein,452
WZO87324.1,PP681894.1,algae,hypothetical protein,152
WZO87325.1,PP681894.1,algae,Zn metallopeptidase,144
WZO87327.1,PP681894.1,algae,hypothetical protein,104
WZO87328.1,PP681894.1,algae,hypothetical protein,142
WZO87329.1,PP681894.1,algae,ubiquitin,83
WZO87330.1,PP681894.1,algae,hypothetical protein,94
WZO87331.1,PP681894.1,algae,ADP ribosylglycohydrolase,312
WZO87332.1,PP681894.1,algae,ORFan,85
WZO87333.1,PP681894.1,algae,intron-associated endonuclease,69
WZO87334.1,PP681894.1,algae,intron-associated endonuclease,188
WZO87335.1,PP681894.1,algae,hypothetical protein,137
WZO87336.1,PP681894.1,algae,major capsid protein Vp54,401
WZO87337.1,PP681894.1,algae,P22 mCP,631
WZO87338.1,PP681894.1,algae,histidine decarboxylase,365
WZO87339.1,PP681894.1,algae,hypothetical protein,184
WZO87340.1,PP681894.1,algae,dCMP deaminase,142
WZO87341.1,PP681894.1,algae,hypothetical protein,262
WZO87343.1,PP681894.1,algae,hypothetical protein,126
WZO87344.1,PP681894.1,algae,hypothetical protein,75
WZO87345.1,PP681894.1,algae,hypothetical protein,256
WZO87346.1,PP681894.1,algae,DNA topoisomerase II large subunit,1061
WZO87347.1,PP681894.1,algae,hypothetical protein,135
WZO87348.1,PP681894.1,algae,hypothetical protein,168
WZO87349.1,PP681894.1,algae,proliferating cellular nuclear antigen,248
WZO87350.1,PP681894.1,algae,DNA methyltransferase,325
WZO87351.1,PP681894.1,algae,P4 mCP,181
WZO87352.1,PP681894.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,116
WZO87353.1,PP681894.1,algae,hypothetical protein,129
WZO87354.1,PP681894.1,algae,hypothetical protein,165
WZO87355.1,PP681894.1,algae,hypothetical protein,136
WZO87356.1,PP681894.1,algae,P7 mCP,669
WZO87357.1,PP681894.1,algae,GIY-YIG catalytic domain-containing endonuclease,260
WZO87358.1,PP681894.1,algae,DNA-binding protein,652
WZO87359.1,PP681894.1,algae,hypothetical protein,226
WZO87360.1,PP681894.1,algae,MCPv5,396
WZO87361.1,PP681894.1,algae,tRNA(Ile)-lysidine synthase,498
WZO87362.1,PP681894.1,algae,transcription factor TFIID,317
WZO87363.1,PP681894.1,algae,dUTPase,141
WZO87364.1,PP681894.1,algae,ATP-dependent SNF2 helicase,453
WZO87365.1,PP681894.1,algae,glycosyltransferase,399
WZO87366.1,PP681894.1,algae,DNA ligase,305
WZO87367.1,PP681894.1,algae,HNH homing endonuclease,358
WZO87368.1,PP681894.1,algae,chlorovirus glycoprotein repeat domain-containing protein,1208
WZO87369.1,PP681894.1,algae,GIY-YIG catalytic domain-containing endonuclease,166
WZO87370.1,PP681894.1,algae,hypothetical protein,271
WZO87372.1,PP681894.1,algae,HNH homing endonuclease,347
WZO87373.1,PP681894.1,algae,hypothetical protein,73
WZO87374.1,PP681894.1,algae,hypothetical protein,72
WZO87375.1,PP681894.1,algae,P1v1 mCP,531
WZO87376.1,PP681894.1,algae,hypothetical protein,50
WZO87377.1,PP681894.1,algae,potassium voltage-gated channel protein,79
WZO87378.1,PP681894.1,algae,hypothetical protein,64
WZO87379.1,PP681894.1,algae,DNA methyltransferase,349
WZO87380.1,PP681894.1,algae,hypothetical protein,80
WZO87381.1,PP681894.1,algae,hypothetical protein,89
WZO87382.1,PP681894.1,algae,P5 mCP,146
WZO87383.1,PP681894.1,algae,hypothetical protein,355
WZO87384.1,PP681894.1,algae,P3 mCP,181
WZO87385.1,PP681894.1,algae,P4 mCP,202
WZO87386.1,PP681894.1,algae,Zn metallopeptidase,174
WZO87387.1,PP681894.1,algae,hypothetical protein,99
WZO87388.1,PP681894.1,algae,hypothetical protein,82
WZO87389.1,PP681894.1,algae,DNA methyltransferase,344
WZO87390.1,PP681894.1,algae,hypothetical protein,475
WZO87391.1,PP681894.1,algae,hypothetical protein,282
WZO87392.1,PP681894.1,algae,hypothetical protein,95
WZO87393.1,PP681894.1,algae,transposase,426
WZO87394.1,PP681894.1,algae,P14 mCP,327
WZO87395.1,PP681894.1,algae,cathelicidin antimicrobial peptide,142
WZO87396.1,PP681894.1,algae,pox VLTF3 late transcription factor,360
WZO87397.1,PP681894.1,algae,hypothetical protein,180
WZO87398.1,PP681894.1,algae,hypothetical protein,76
WZO87399.1,PP681894.1,algae,ORFan,58
WZO87400.1,PP681894.1,algae,hypothetical protein,316
WZO87401.1,PP681894.1,algae,hypothetical protein,88
WZO87402.1,PP681894.1,algae,hypothetical protein,147
WZO87403.1,PP681894.1,algae,P15 mCP,155
WZO87404.1,PP681894.1,algae,MYM-type zinc finger with FCS sequencing motif protein,214
WZO87405.1,PP681894.1,algae,ring finger ubiquitin ligase,228
WZO87406.1,PP681894.1,algae,P16 mCP,93
WZO87407.1,PP681894.1,algae,ribonucleoside-diphosphate reductase small subunit,332
WZO87408.1,PP681894.1,algae,hypothetical protein,173
WZO87409.1,PP681894.1,algae,hypothetical protein,196
WZO87410.1,PP681894.1,algae,DNA primase,445
WZO87411.1,PP681894.1,algae,phage-related exonuclease,312
WZO87412.1,PP681894.1,algae,fAD-linked sulfhydryl oxidase,172
WZO87413.1,PP681894.1,algae,HNH homing endonuclease,345
WZO87414.1,PP681894.1,algae,RNase III,263
WZO87415.1,PP681894.1,algae,hypothetical protein,76
WZO87416.1,PP681894.1,algae,phage/plasmid primase ATPase,653
WZO87417.1,PP681894.1,algae,P10 mCP,280
WZO87418.1,PP681894.1,algae,GIY-YIG catalytic domain-containing endonuclease,311
WZO87419.1,PP681894.1,algae,lysophospholipase AB abhydrolase,264
WZO87420.1,PP681894.1,algae,hypothetical protein,250
WZO87421.1,PP681894.1,algae,DNA adenine methyltransferase,358
WZO87422.1,PP681894.1,algae,hypothetical protein,245
WZO87423.1,PP681894.1,algae,mRNA capping enzyme beta chain,249
WZO87424.1,PP681894.1,algae,protein disulfide isomerase,106
WZO87425.1,PP681894.1,algae,2-poly prenylphenol 6-hydrolase domain protein kinase/glycosyltransferase,462
WZO87426.1,PP681894.1,algae,hypothetical protein,107
WZO87427.1,PP681894.1,algae,S-adenosyl-L-methionine-dependent methyltransferase,220
WZO87428.1,PP681894.1,algae,DARPin,308
WZO87429.1,PP681894.1,algae,hypothetical protein,137
WZO87430.1,PP681894.1,algae,major capsid protein Vp54,53
WZO87431.1,PP681894.1,algae,hypothetical protein,112
WZO87432.1,PP681894.1,algae,glutaredoxin,78
WZO87433.1,PP681894.1,algae,chromosomal protein MC1,115
WZO87434.1,PP681894.1,algae,PBCV-specific basic adaptor domain-containing protein/2-cysteine adaptor,51
WZO87435.1,PP681894.1,algae,putative MCM10,148
WZO87437.1,PP681894.1,algae,GIY-YIG catalytic domain-containing endonuclease,171
WZO87438.1,PP681894.1,algae,MCPv4,287
WZO87439.1,PP681894.1,algae,hypothetical protein,129
WZO87441.1,PP681894.1,algae,ankyrin repeat domain-containing protein,448
WZO87442.1,PP681894.1,algae,hypothetical protein,83
WZO87443.1,PP681894.1,algae,thioredoxin,113
WZO87444.1,PP681894.1,algae,hypothetical protein,114
WZO87445.1,PP681894.1,algae,hypothetical protein,94
WZO87446.1,PP681894.1,algae,hypothetical protein,150
WZO87447.1,PP681894.1,algae,hypothetical protein,63
WZO87448.1,PP681894.1,algae,P13 mCP,96
WZO87449.1,PP681894.1,algae,hypothetical protein,70
WZO87450.1,PP681894.1,algae,replication factor C,423
WZO87451.1,PP681894.1,algae,HNH homing endonuclease,345
WZO87452.1,PP681894.1,algae,deoxynucleoside kinase,191
WZO87453.1,PP681894.1,algae,hypothetical protein,72
WZO87454.1,PP681894.1,algae,hypothetical protein,225
WZO87455.1,PP681894.1,algae,hypothetical protein,180
WZO87456.1,PP681894.1,algae,hypothetical protein,173
WZO87457.1,PP681894.1,algae,hypothetical protein,109
WZO87458.1,PP681894.1,algae,hypothetical protein,231
WZO87459.1,PP681894.1,algae,P9 mCP,210
WZO87460.1,PP681894.1,algae,HNH homing endonuclease,337
WZO87461.1,PP681894.1,algae,hypothetical protein,615
WZO87462.1,PP681894.1,algae,hypothetical protein,55
WZO87463.1,PP681894.1,algae,P11 mCP,194
WZO87464.1,PP681894.1,algae,periplasmic protein CpxP,93
WZO87465.1,PP681894.1,algae,putative lipoprotein lipase,227
WZO87466.1,PP681894.1,algae,ATP synthase subunit,288
WZO87467.1,PP681894.1,algae,hypothetical protein,117
WZO87468.1,PP681894.1,algae,RNase H,194
WZO87469.1,PP681894.1,algae,hypothetical protein,118
WZO87470.1,PP681894.1,algae,hypothetical protein,152
WZO87471.1,PP681894.1,algae,hypothetical protein,150
WZO87472.1,PP681894.1,algae,ORFan,121
WZO87473.1,PP681894.1,algae,hypothetical protein,82
WZO87474.1,PP681894.1,algae,hypothetical protein,131
WZO87475.1,PP681894.1,algae,HNH homing endonuclease,275
WZO87476.1,PP681894.1,algae,hypothetical protein,69
WZO87477.1,PP681894.1,algae,DNA packaging ATPase,254
WZO87478.1,PP681894.1,algae,P7 mCP,611
WZO87479.1,PP681894.1,algae,hypothetical protein,61
WZO87480.1,PP681894.1,algae,MCPv2,481
WZO87481.1,PP681894.1,algae,endonuclease II,207
